user_id,birthday,gender,birth,birth_year,birth_month
702647816,20140322.0,1.0,2014-03-22,2014,3
706851515,,0.0,2007-08-17,2007,8
711496874,20111025.0,0.0,2011-10-25,2011,10
718858754,20111015.0,1.0,2011-10-15,2011,10
722440556,20141003.0,1.0,2014-10-03,2014,10
723449270,20101003.0,0.0,2010-10-03,2010,10
726045779,20120904.0,0.0,2012-09-04,2012,9
728844788,20140527.0,0.0,2014-05-27,2014,5
733070564,20141217.0,1.0,2014-12-17,2014,12
738243947,20140522.0,1.0,2014-05-22,2014,5
743394056,20101125.0,0.0,2010-11-25,2010,11
745559711,20130217.0,1.0,2013-02-17,2013,2
748181531,20140722.0,1.0,2014-07-22,2014,7
751654337,,1.0,2008-09-27,2008,9
757254614,,0.0,2009-05-28,2009,5
759253421,20140227.0,0.0,2014-02-27,2014,2
760737575,20150306.0,1.0,2015-03-06,2015,3
763368008,20140830.0,1.0,2014-08-30,2014,8
767800373,20120608.0,0.0,2012-06-08,2012,6
771449207,20140622.0,0.0,2014-06-22,2014,6
775425752,20140830.0,1.0,2014-08-30,2014,8
779743331,20130912.0,1.0,2013-09-12,2013,9
783771062,20121005.0,0.0,2012-10-05,2012,10
786904109,20130422.0,1.0,2013-04-22,2013,4
789872417,,0.0,2009-08-05,2009,8
795355691,20110709.0,0.0,2011-07-09,2011,7
797916383,20130418.0,0.0,2013-04-18,2013,4
800173649,20130720.0,0.0,2013-07-20,2013,7
807555311,20140213.0,1.0,2014-02-13,2014,2
810566789,20140318.0,1.0,2014-03-18,2014,3
812347802,20130319.0,0.0,2013-03-19,2013,3
816914951,20140928.0,0.0,2014-09-28,2014,9
818864954,20140713.0,1.0,2014-07-13,2014,7
824754611,20121108.0,0.0,2012-11-08,2012,11
829213583,20131110.0,0.0,2013-11-10,2013,11
834999974,20141130.0,1.0,2014-11-30,2014,11
841216238,20130505.0,0.0,2013-05-05,2013,5
849873788,20140519.0,0.0,2014-05-19,2014,5
854553317,20140119.0,0.0,2014-01-19,2014,1
864297971,20130309.0,0.0,2013-03-09,2013,3
867290915,,0.0,2007-02-07,2007,2
877873688,20130610.0,0.0,2013-06-10,2013,6
882909923,20120516.0,1.0,2012-05-16,2012,5
889878950,20130901.0,0.0,2013-09-01,2013,9
894103508,20141021.0,0.0,2014-10-21,2014,10
898630655,20121102.0,1.0,2012-11-02,2012,11
910140800,20130302.0,0.0,2013-03-02,2013,3
918918455,,0.0,2008-10-22,2008,10
929425316,20110912.0,0.0,2011-09-12,2011,9
1020368066,20100601.0,1.0,2010-06-01,2010,6
1023634940,20111228.0,0.0,2011-12-28,2011,12
1033551143,20130812.0,0.0,2013-08-12,2013,8
1040314082,20120422.0,1.0,2012-04-22,2012,4
1045498739,20130926.0,1.0,2013-09-26,2013,9
1050126413,20140518.0,0.0,2014-05-18,2014,5
1055473418,20101103.0,1.0,2010-11-03,2010,11
1062425612,20120902.0,0.0,2012-09-02,2012,9
1069860359,20130508.0,0.0,2013-05-08,2013,5
1076986436,20120320.0,0.0,2012-03-20,2012,3
1081341647,20141209.0,1.0,2014-12-09,2014,12
1091263211,20130413.0,0.0,2013-04-13,2013,4
1108310267,20131002.0,1.0,2013-10-02,2013,10
1124076737,20121013.0,0.0,2012-10-13,2012,10
1134007073,20131231.0,,2013-12-31,2013,12
1589292035,20110605.0,1.0,2011-06-05,2011,6
1630379975,20140402.0,0.0,2014-04-02,2014,4
1641457379,20131226.0,1.0,2013-12-26,2013,12
1656319652,20150108.0,1.0,2015-01-08,2015,1
1671080225,20140309.0,0.0,2014-03-09,2014,3
1684502624,20110525.0,1.0,2011-05-25,2011,5
1709476961,20130106.0,0.0,2013-01-06,2013,1
1743387086,20121013.0,0.0,2012-10-13,2012,10
1771335722,20120808.0,1.0,2012-08-08,2012,8
1793514014,20130625.0,0.0,2013-06-25,2013,6
1822398971,20130508.0,0.0,2013-05-08,2013,5
1844317769,20140626.0,0.0,2014-06-26,2014,6
1850552006,20140125.0,1.0,2014-01-25,2014,1
1869728066,20130721.0,1.0,2013-07-21,2013,7
1887892514,,0.0,2009-12-10,2009,12
1924473311,20140416.0,0.0,2014-04-16,2014,4
1942584506,20140405.0,1.0,2014-04-05,2014,4
1978481429,20130829.0,1.0,2013-08-29,2013,8
2020687907,20120704.0,0.0,2012-07-04,2012,7
2067426839,20150301.0,1.0,2015-03-01,2015,3
2104818212,20140327.0,0.0,2014-03-27,2014,3
2176939646,20140110.0,1.0,2014-01-10,2014,1
2214580556,20121201.0,1.0,2012-12-01,2012,12
2262837380,20110914.0,0.0,2011-09-14,2011,9
2391404843,20140916.0,1.0,2014-09-16,2014,9
243385,20110710.0,0.0,2011-07-10,2011,7
929851,20110403.0,0.0,2011-04-03,2011,4
10405255,20120214.0,0.0,2012-02-14,2012,2
11503702,20120826.0,1.0,2012-08-26,2012,8
12631429,20130408.0,1.0,2013-04-08,2013,4
13503298,20120928.0,0.0,2012-09-28,2012,9
13848376,20140821.0,1.0,2014-08-21,2014,8
14304064,20100601.0,1.0,2010-06-01,2010,6
15108904,20121214.0,1.0,2012-12-14,2012,12
16033918,20131024.0,,2013-10-24,2013,10
17289460,20101211.0,1.0,2010-12-11,2010,12
18382012,,1.0,2009-05-30,2009,5
20451388,20120129.0,1.0,2012-01-29,2012,1
20995405,20111114.0,0.0,2011-11-14,2011,11
21647086,,0.0,2009-03-14,2009,3
21838963,20140310.0,0.0,2014-03-10,2014,3
22733878,,1.0,2009-01-16,2009,1
23086954,20111008.0,0.0,2011-10-08,2011,10
24079156,20101231.0,1.0,2010-12-31,2010,12
25526539,20140309.0,1.0,2014-03-09,2014,3
26188351,20100329.0,0.0,2010-03-29,2010,3
27595882,20100329.0,1.0,2010-03-29,2010,3
30438040,,0.0,2003-10-17,2003,10
31465015,20120601.0,1.0,2012-06-01,2012,6
32418211,,1.0,2009-09-29,2009,9
32950783,20131025.0,0.0,2013-10-25,2013,10
33580636,20110102.0,0.0,2011-01-02,2011,1
35009662,20121124.0,1.0,2012-11-24,2012,11
35832151,,1.0,2009-04-01,2009,4
36789289,20130611.0,0.0,2013-06-11,2013,6
38130097,20140127.0,1.0,2014-01-27,2014,1
39645715,20130122.0,1.0,2013-01-22,2013,1
40216027,20110124.0,0.0,2011-01-24,2011,1
42092374,20150117.0,1.0,2015-01-17,2015,1
43270534,20140410.0,1.0,2014-04-10,2014,4
44732791,20110828.0,0.0,2011-08-28,2011,8
45002392,20131212.0,,2013-12-12,2013,12
45797590,20130818.0,1.0,2013-08-18,2013,8
46239667,20110916.0,1.0,2011-09-16,2011,9
47138383,20101221.0,0.0,2010-12-21,2010,12
47836546,20120901.0,0.0,2012-09-01,2012,9
48621253,20130125.0,1.0,2013-01-25,2013,1
49008121,20110310.0,0.0,2011-03-10,2011,3
49551046,20150419.0,0.0,2015-04-19,2015,4
49997797,,1.0,2009-08-16,2009,8
50839954,20110811.0,0.0,2011-08-11,2011,8
51587524,,1.0,2009-02-02,2009,2
52313002,,0.0,2006-04-15,2006,4
53224585,20110603.0,0.0,2011-06-03,2011,6
53917099,20110921.0,0.0,2011-09-21,2011,9
54366478,20101210.0,1.0,2010-12-10,2010,12
55069180,20140807.0,0.0,2014-08-07,2014,8
55522687,20131215.0,1.0,2013-12-15,2013,12
56340436,,1.0,2008-01-06,2008,1
56819773,,1.0,2008-08-12,2008,8
57613642,20130720.0,0.0,2013-07-20,2013,7
58386865,20130319.0,1.0,2013-03-19,2013,3
58846126,20140525.0,0.0,2014-05-25,2014,5
59265016,20130215.0,1.0,2013-02-15,2013,2
60392074,20130321.0,1.0,2013-03-21,2013,3
61588159,20130813.0,0.0,2013-08-13,2013,8
62395309,20111212.0,1.0,2011-12-12,2011,12
63157165,20110809.0,1.0,2011-08-09,2011,8
64093162,20100816.0,1.0,2010-08-16,2010,8
64581913,20130827.0,,2013-08-27,2013,8
65935243,,1.0,2006-06-16,2006,6
66738967,,0.0,2004-11-09,2004,11
67828543,20121227.0,1.0,2012-12-27,2012,12
69106930,20100601.0,0.0,2010-06-01,2010,6
69889555,20101111.0,0.0,2010-11-11,2010,11
70231555,20120223.0,0.0,2012-02-23,2012,2
71241931,20110831.0,1.0,2011-08-31,2011,8
72341311,20140406.0,0.0,2014-04-06,2014,4
72555454,20120302.0,1.0,2012-03-02,2012,3
73927336,20111015.0,1.0,2011-10-15,2011,10
75200815,20131114.0,0.0,2013-11-14,2013,11
75758080,20120302.0,0.0,2012-03-02,2012,3
76472818,20120425.0,1.0,2012-04-25,2012,4
77164222,20150129.0,1.0,2015-01-29,2015,1
78135508,20111105.0,1.0,2011-11-05,2011,11
78923188,,0.0,2002-12-05,2002,12
80273467,20150125.0,,2015-01-25,2015,1
82413736,20110920.0,0.0,2011-09-20,2011,9
83359531,20110205.0,1.0,2011-02-05,2011,2
83942488,20100621.0,1.0,2010-06-21,2010,6
84547855,,0.0,2007-08-08,2007,8
84890647,20130228.0,1.0,2013-02-28,2013,2
85390387,,0.0,2003-09-09,2003,9
85942387,20121226.0,0.0,2012-12-26,2012,12
86828233,,0.0,2008-01-21,2008,1
87526273,20101101.0,0.0,2010-11-01,2010,11
88718614,,1.0,2009-10-10,2009,10
89781118,20130112.0,1.0,2013-01-12,2013,1
90961714,20120210.0,0.0,2012-02-10,2012,2
92590396,20120717.0,1.0,2012-07-17,2012,7
95793571,20131010.0,0.0,2013-10-10,2013,10
97496056,20111117.0,0.0,2011-11-17,2011,11
99519637,20140806.0,0.0,2014-08-06,2014,8
101254996,20130717.0,,2013-07-17,2013,7
102571912,20101116.0,0.0,2010-11-16,2010,11
106735420,20130709.0,1.0,2013-07-09,2013,7
107865814,20120620.0,1.0,2012-06-20,2012,6
108344071,20100704.0,1.0,2010-07-04,2010,7
109907629,20100218.0,1.0,2010-02-18,2010,2
111794341,20100902.0,1.0,2010-09-02,2010,9
112175464,20140101.0,0.0,2014-01-01,2014,1
113093326,20121126.0,1.0,2012-11-26,2012,11
115378612,20140412.0,,2014-04-12,2014,4
117002455,20110425.0,0.0,2011-04-25,2011,4
118942006,20120929.0,1.0,2012-09-29,2012,9
120971704,20110624.0,0.0,2011-06-24,2011,6
124613323,20110420.0,1.0,2011-04-20,2011,4
125840215,20110502.0,0.0,2011-05-02,2011,5
127451512,20121212.0,0.0,2012-12-12,2012,12
128693368,20100720.0,0.0,2010-07-20,2010,7
129972565,20110122.0,0.0,2011-01-22,2011,1
131802832,20120405.0,1.0,2012-04-05,2012,4
133546192,20130707.0,,2013-07-07,2013,7
134536342,20120521.0,0.0,2012-05-21,2012,5
136517419,20120712.0,1.0,2012-07-12,2012,7
138548893,20140627.0,0.0,2014-06-27,2014,6
139491685,20120503.0,1.0,2012-05-03,2012,5
141263038,20111128.0,1.0,2011-11-28,2011,11
141999400,20120817.0,1.0,2012-08-17,2012,8
144253378,20131021.0,,2013-10-21,2013,10
152076304,,0.0,2008-08-19,2008,8
153843973,,1.0,2008-02-24,2008,2
156156175,20130824.0,,2013-08-24,2013,8
156942952,20131227.0,0.0,2013-12-27,2013,12
161512438,20130304.0,0.0,2013-03-04,2013,3
165283246,20131104.0,1.0,2013-11-04,2013,11
168252385,20130127.0,1.0,2013-01-27,2013,1
169596502,20150218.0,1.0,2015-02-18,2015,2
173329093,20130615.0,0.0,2013-06-15,2013,6
178032355,20130510.0,1.0,2013-05-10,2013,5
183137017,,0.0,2007-11-05,2007,11
185178295,20140813.0,1.0,2014-08-13,2014,8
188785717,20110617.0,0.0,2011-06-17,2011,6
191994688,20130319.0,1.0,2013-03-19,2013,3
195510961,20120116.0,1.0,2012-01-16,2012,1
197411149,20100429.0,0.0,2010-04-29,2010,4
198627397,20130617.0,,2013-06-17,2013,6
200849884,,1.0,2006-01-13,2006,1
204505282,20101006.0,0.0,2010-10-06,2010,10
207508450,20120220.0,1.0,2012-02-20,2012,2
217491793,20130210.0,0.0,2013-02-10,2013,2
223475170,,1.0,2005-12-18,2005,12
240345601,20130413.0,1.0,2013-04-13,2013,4
248962105,20130726.0,0.0,2013-07-26,2013,7
253581310,20140411.0,0.0,2014-04-11,2014,4
257521582,20140505.0,1.0,2014-05-05,2014,5
260092225,20111005.0,1.0,2011-10-05,2011,10
262823764,20120913.0,1.0,2012-09-13,2012,9
264839494,,0.0,2007-07-29,2007,7
270377458,20120402.0,0.0,2012-04-02,2012,4
274099870,20140831.0,0.0,2014-08-31,2014,8
275987542,20140103.0,1.0,2014-01-03,2014,1
276632530,20120716.0,1.0,2012-07-16,2012,7
279185110,,1.0,2007-08-16,2007,8
280347691,20130406.0,0.0,2013-04-06,2013,4
283250293,20130613.0,1.0,2013-06-13,2013,6
290538796,20110520.0,1.0,2011-05-20,2011,5
293128525,20130306.0,1.0,2013-03-06,2013,3
296255521,20120915.0,0.0,2012-09-15,2012,9
300031861,20140105.0,0.0,2014-01-05,2014,1
306544399,20121104.0,1.0,2012-11-04,2012,11
310635877,20130321.0,0.0,2013-03-21,2013,3
321329368,,0.0,2007-04-28,2007,4
325249615,20110103.0,0.0,2011-01-03,2011,1
330386953,20110210.0,0.0,2011-02-10,2011,2
339355276,20130831.0,1.0,2013-08-31,2013,8
345134125,20130118.0,0.0,2013-01-18,2013,1
346883797,20120328.0,0.0,2012-03-28,2012,3
350100046,20110509.0,0.0,2011-05-09,2011,5
353221225,20110813.0,0.0,2011-08-13,2011,8
355762297,,0.0,2009-09-23,2009,9
359840716,,0.0,2009-01-20,2009,1
363860560,20140216.0,,2014-02-16,2014,2
366240547,,0.0,2009-11-06,2009,11
369840982,20130309.0,1.0,2013-03-09,2013,3
371636266,20131204.0,0.0,2013-12-04,2013,12
376464964,20140824.0,0.0,2014-08-24,2014,8
377550424,20110620.0,1.0,2011-06-20,2011,6
381387022,20130401.0,1.0,2013-04-01,2013,4
383735470,20110819.0,0.0,2011-08-19,2011,8
385231417,20111122.0,1.0,2011-11-22,2011,11
389326420,20130717.0,0.0,2013-07-17,2013,7
393380275,20100209.0,0.0,2010-02-09,2010,2
397468855,20140804.0,1.0,2014-08-04,2014,8
401026519,20110320.0,0.0,2011-03-20,2011,3
403168768,20131217.0,0.0,2013-12-17,2013,12
406365709,20130608.0,0.0,2013-06-08,2013,6
410823343,20110326.0,1.0,2011-03-26,2011,3
411347539,20120904.0,1.0,2012-09-04,2012,9
416284711,20130324.0,0.0,2013-03-24,2013,3
423008263,20120812.0,1.0,2012-08-12,2012,8
430319227,20110615.0,0.0,2011-06-15,2011,6
441460285,20131023.0,1.0,2013-10-23,2013,10
444309931,20100810.0,0.0,2010-08-10,2010,8
445949008,20141009.0,1.0,2014-10-09,2014,10
460727512,,0.0,2009-07-22,2009,7
468484747,20110531.0,1.0,2011-05-31,2011,5
479631961,20110725.0,0.0,2011-07-25,2011,7
488469409,20140809.0,1.0,2014-08-09,2014,8
504846829,20131024.0,1.0,2013-10-24,2013,10
509990590,20140404.0,1.0,2014-04-04,2014,4
513441334,20110105.0,1.0,2011-01-05,2011,1
517793335,20110710.0,1.0,2011-07-10,2011,7
530044678,,0.0,2008-01-01,2008,1
549274183,20120928.0,0.0,2012-09-28,2012,9
559247716,20121020.0,1.0,2012-10-20,2012,10
576767101,20130601.0,1.0,2013-06-01,2013,6
593315800,20120923.0,1.0,2012-09-23,2012,9
604714141,20140805.0,1.0,2014-08-05,2014,8
609791410,20140220.0,1.0,2014-02-20,2014,2
628367479,20120126.0,1.0,2012-01-26,2012,1
638926978,20150108.0,1.0,2015-01-08,2015,1
643563115,20110808.0,1.0,2011-08-08,2011,8
647746339,20130207.0,1.0,2013-02-07,2013,2
649346959,20130427.0,0.0,2013-04-27,2013,4
651493549,20111108.0,1.0,2011-11-08,2011,11
655834471,20120403.0,0.0,2012-04-03,2012,4
658919521,20131014.0,0.0,2013-10-14,2013,10
664444918,20110927.0,1.0,2011-09-27,2011,9
669302326,20100406.0,0.0,2010-04-06,2010,4
672166297,20131024.0,1.0,2013-10-24,2013,10
674478679,20140201.0,1.0,2014-02-01,2014,2
675579268,20130916.0,0.0,2013-09-16,2013,9
678340978,20140825.0,1.0,2014-08-25,2014,8
682354444,20140605.0,1.0,2014-06-05,2014,6
685810741,20130322.0,1.0,2013-03-22,2013,3
687066529,20110511.0,1.0,2011-05-11,2011,5
688809898,20120804.0,0.0,2012-08-04,2012,8
691470382,20130407.0,0.0,2013-04-07,2013,4
694874554,20121122.0,0.0,2012-11-22,2012,11
697526248,20150115.0,1.0,2015-01-15,2015,1
701712529,20150402.0,1.0,2015-04-02,2015,4
703730908,20100502.0,0.0,2010-05-02,2010,5
705498556,20121004.0,0.0,2012-10-04,2012,10
709021222,20121101.0,1.0,2012-11-01,2012,11
711528325,20101114.0,1.0,2010-11-14,2010,11
713724745,20100424.0,0.0,2010-04-24,2010,4
721803445,,0.0,2008-08-08,2008,8
725520721,20111208.0,1.0,2011-12-08,2011,12
729828346,20130107.0,1.0,2013-01-07,2013,1
735319921,20121001.0,1.0,2012-10-01,2012,10
740015689,20130926.0,0.0,2013-09-26,2013,9
746105695,20130627.0,1.0,2013-06-27,2013,6
750087385,20150215.0,0.0,2015-02-15,2015,2
752822677,20130226.0,1.0,2013-02-26,2013,2
755743741,20140717.0,0.0,2014-07-17,2014,7
761730076,,0.0,2008-02-09,2008,2
769346515,20140502.0,1.0,2014-05-02,2014,5
771784864,20120824.0,0.0,2012-08-24,2012,8
775584118,20121023.0,0.0,2012-10-23,2012,10
779107498,,0.0,2009-09-28,2009,9
783992038,,1.0,2008-07-23,2008,7
785043910,20130530.0,0.0,2013-05-30,2013,5
790148926,20140827.0,1.0,2014-08-27,2014,8
794000662,20140903.0,0.0,2014-09-03,2014,9
799287214,20120813.0,0.0,2012-08-13,2012,8
809244853,20150502.0,0.0,2015-05-02,2015,5
814243609,20130110.0,1.0,2013-01-10,2013,1
818761936,20131205.0,1.0,2013-12-05,2013,12
821089219,20140615.0,0.0,2014-06-15,2014,6
826835722,20140702.0,0.0,2014-07-02,2014,7
834678463,20140610.0,1.0,2014-06-10,2014,6
838547338,20121218.0,0.0,2012-12-18,2012,12
842436337,20111016.0,1.0,2011-10-16,2011,10
854053048,20110524.0,1.0,2011-05-24,2011,5
857559826,20131013.0,0.0,2013-10-13,2013,10
867476098,20130806.0,0.0,2013-08-06,2013,8
870525985,20140903.0,0.0,2014-09-03,2014,9
877518892,20140304.0,1.0,2014-03-04,2014,3
883771195,20120711.0,1.0,2012-07-11,2012,7
891736786,20120628.0,1.0,2012-06-28,2012,6
904942807,20101105.0,0.0,2010-11-05,2010,11
917524288,20110624.0,0.0,2011-06-24,2011,6
921137911,20140714.0,1.0,2014-07-14,2014,7
924007702,,0.0,2009-12-24,2009,12
930683689,20131013.0,,2013-10-13,2013,10
1017989581,20140804.0,1.0,2014-08-04,2014,8
1027969540,20130228.0,0.0,2013-02-28,2013,2
1038480421,20130208.0,1.0,2013-02-08,2013,2
1041892321,20120801.0,0.0,2012-08-01,2012,8
1052158519,20120329.0,0.0,2012-03-29,2012,3
1063363684,20141114.0,0.0,2014-11-14,2014,11
1070284684,20111229.0,0.0,2011-12-29,2011,12
1081311286,20131031.0,0.0,2013-10-31,2013,10
1087643545,20130629.0,1.0,2013-06-29,2013,6
1094274418,20130803.0,0.0,2013-08-03,2013,8
1103802043,20130301.0,1.0,2013-03-01,2013,3
1133628211,20120903.0,0.0,2012-09-03,2012,9
1577585731,20130321.0,0.0,2013-03-21,2013,3
1609674769,20140703.0,,2014-07-03,2014,7
1635254677,20130123.0,1.0,2013-01-23,2013,1
1649930323,20101004.0,0.0,2010-10-04,2010,10
1671493753,20141222.0,1.0,2014-12-22,2014,12
1683328510,20130817.0,1.0,2013-08-17,2013,8
1702276954,20130821.0,1.0,2013-08-21,2013,8
1711109878,20120823.0,0.0,2012-08-23,2012,8
1720825303,20140721.0,0.0,2014-07-21,2014,7
1754594929,20140826.0,0.0,2014-08-26,2014,8
1812586633,20150309.0,0.0,2015-03-09,2015,3
1830529477,20130617.0,0.0,2013-06-17,2013,6
1836568285,20111123.0,0.0,2011-11-23,2011,11
1862594497,20100105.0,0.0,2010-01-05,2010,1
1890948217,20130917.0,0.0,2013-09-17,2013,9
1921509424,20130531.0,1.0,2013-05-31,2013,5
1973092345,,0.0,2003-03-03,2003,3
1993235563,20140709.0,1.0,2014-07-09,2014,7
2020957900,20140430.0,0.0,2014-04-30,2014,4
2080304899,20100713.0,0.0,2010-07-13,2010,7
2114469016,20140416.0,0.0,2014-04-16,2014,4
2186831536,20140519.0,1.0,2014-05-19,2014,5
2254611367,20111031.0,0.0,2011-10-31,2011,10
