user_id,birthday,gender,birth,birth_year,birth_month
13802003,20111022.0,1.0,2011-10-22,2011,10
14342858,20110207.0,0.0,2011-02-07,2011,2
14785577,,0.0,2008-08-20,2008,8
16031078,20120325.0,0.0,2012-03-25,2012,3
16992440,20120516.0,0.0,2012-05-16,2012,5
17830874,20130927.0,,2013-09-27,2013,9
21185033,,1.0,2006-04-07,2006,4
22337360,,0.0,2004-09-12,2004,9
22775189,20120419.0,0.0,2012-04-19,2012,4
23256752,20120712.0,1.0,2012-07-12,2012,7
23779676,20100109.0,1.0,2010-01-09,2010,1
24466085,20110903.0,0.0,2011-09-03,2011,9
25176194,20140913.0,1.0,2014-09-13,2014,9
26184254,20121221.0,0.0,2012-12-21,2012,12
27488537,,0.0,2009-06-16,2009,6
31036295,20120205.0,1.0,2012-02-05,2012,2
32802731,,0.0,2005-11-30,2005,11
33702305,20130318.0,0.0,2013-03-18,2013,3
34296803,,0.0,2009-04-14,2009,4
35497496,,1.0,2009-10-20,2009,10
36134771,20141117.0,1.0,2014-11-17,2014,11
37050995,20121022.0,0.0,2012-10-22,2012,10
37613228,20120321.0,0.0,2012-03-21,2012,3
38060393,20110801.0,1.0,2011-08-01,2011,8
39712478,20130212.0,0.0,2013-02-12,2013,2
40183850,20120611.0,1.0,2012-06-11,2012,6
41338352,,0.0,2008-01-30,2008,1
42558014,20100704.0,0.0,2010-07-04,2010,7
44253932,20100113.0,1.0,2010-01-13,2010,1
45661628,20131015.0,1.0,2013-10-15,2013,10
46577846,20120518.0,0.0,2012-05-18,2012,5
47342027,20101008.0,1.0,2010-10-08,2010,10
47737028,20120320.0,1.0,2012-03-20,2012,3
48419732,20100409.0,0.0,2010-04-09,2010,4
48922355,20110715.0,0.0,2011-07-15,2011,7
49561550,20130604.0,1.0,2013-06-04,2013,6
50168231,,0.0,2009-04-28,2009,4
51150884,,1.0,2008-11-29,2008,11
51598634,20110612.0,0.0,2011-06-12,2011,6
52404311,20100924.0,1.0,2010-09-24,2010,9
52971251,20130617.0,0.0,2013-06-17,2013,6
